hour,heating_c,cooling_c,reason
4138,16.7,29.4,verified autonomous action
4139,16.7,29.4,verified autonomous action
4140,16.7,29.4,verified autonomous action
4141,16.7,29.4,verified autonomous action
4142,16.7,29.4,verified autonomous action
4143,16.7,29.4,verified autonomous action
4144,16.7,29.4,verified autonomous action
4145,16.7,29.4,verified autonomous action
4146,16.7,29.4,verified autonomous action
4147,16.7,29.4,verified autonomous action
4148,16.7,29.4,verified autonomous action
4149,16.7,29.4,verified autonomous action
4150,16.7,29.4,verified autonomous action
4151,16.7,29.4,verified autonomous action
4152,16.7,29.4,verified autonomous action
4153,16.7,29.4,verified autonomous action
4154,16.7,29.4,verified autonomous action
4155,22.0,24.0,verified autonomous action
4156,22.0,24.0,verified autonomous action
4157,22.0,24.0,verified autonomous action
4158,22.0,24.0,verified autonomous action
4159,22.0,24.0,verified autonomous action
4160,22.0,24.0,verified autonomous action
4161,22.0,24.0,verified autonomous action
4162,22.0,24.0,verified autonomous action
4163,22.0,24.0,verified autonomous action
4164,22.0,24.0,verified autonomous action
4165,22.0,24.0,verified autonomous action
4166,22.0,24.0,verified autonomous action
4167,22.0,24.0,verified autonomous action
4168,22.0,24.0,verified autonomous action
4169,16.7,29.4,verified autonomous action
4170,16.7,29.4,verified autonomous action
4171,16.7,29.4,verified autonomous action
4172,16.7,29.4,verified autonomous action
4173,16.7,29.4,verified autonomous action
4174,16.7,29.4,verified autonomous action
4175,16.7,29.4,verified autonomous action
4176,16.7,29.4,verified autonomous action
4177,16.7,29.4,verified autonomous action
4178,16.7,29.4,verified autonomous action
4179,16.7,29.4,verified autonomous action
4180,22.0,24.0,verified autonomous action
4181,22.0,24.0,verified autonomous action
4182,22.0,24.0,verified autonomous action
4183,22.0,24.0,verified autonomous action
4184,22.0,24.0,verified autonomous action
4185,22.0,24.0,verified autonomous action
4186,22.0,24.0,verified autonomous action
4187,22.0,24.0,verified autonomous action
4188,22.0,24.0,verified autonomous action
4189,22.0,24.0,verified autonomous action
4190,22.0,24.0,verified autonomous action
4191,22.0,24.0,verified autonomous action
4192,22.0,24.0,verified autonomous action
4193,22.0,24.0,verified autonomous action
4194,16.7,29.4,verified autonomous action
4195,16.7,29.4,verified autonomous action
4196,16.7,29.4,verified autonomous action
4197,16.7,29.4,verified autonomous action
4198,16.7,29.4,verified autonomous action
4199,16.7,29.4,verified autonomous action
4200,16.7,29.4,verified autonomous action
4201,16.7,29.4,verified autonomous action
4202,16.7,29.4,verified autonomous action
4203,16.7,29.4,verified autonomous action
4204,22.0,24.0,verified autonomous action
4205,22.0,24.0,verified autonomous action
4206,22.0,24.0,verified autonomous action
4207,22.0,24.0,verified autonomous action
4208,22.0,24.0,verified autonomous action
4209,22.0,24.0,verified autonomous action
4210,22.0,24.0,verified autonomous action
4211,22.0,24.0,verified autonomous action
4212,22.0,24.0,verified autonomous action
4213,22.0,24.0,verified autonomous action
4214,22.0,24.0,verified autonomous action
4215,22.0,24.0,verified autonomous action
4216,22.0,24.0,verified autonomous action
4217,22.0,24.0,verified autonomous action
4218,16.7,29.4,verified autonomous action
4219,16.7,29.4,verified autonomous action
4220,16.7,29.4,verified autonomous action
4221,16.7,29.4,verified autonomous action
4222,16.7,29.4,verified autonomous action
4223,16.7,29.4,verified autonomous action
4224,16.7,29.4,verified autonomous action
4225,16.7,29.4,verified autonomous action
4226,16.7,29.4,verified autonomous action
4227,16.7,29.4,verified autonomous action
4228,22.0,24.0,verified autonomous action
4229,22.0,24.0,verified autonomous action
4230,22.0,24.0,verified autonomous action
4231,22.0,24.0,verified autonomous action
4232,22.0,24.0,verified autonomous action
4233,22.0,24.0,verified autonomous action
4234,22.0,24.0,verified autonomous action
4235,22.0,24.0,verified autonomous action
4236,22.0,24.0,verified autonomous action
4237,22.0,24.0,verified autonomous action
4238,22.0,24.0,verified autonomous action
4239,22.0,24.0,verified autonomous action
4240,22.0,24.0,verified autonomous action
4241,22.0,24.0,verified autonomous action
4242,16.7,29.4,verified autonomous action
4243,16.7,29.4,verified autonomous action
4244,16.7,29.4,verified autonomous action
4245,16.7,29.4,verified autonomous action
4246,16.7,29.4,verified autonomous action
4247,16.7,29.4,verified autonomous action
4248,16.7,29.4,verified autonomous action
4249,16.7,29.4,verified autonomous action
4250,16.7,29.4,verified autonomous action
4251,16.7,29.4,verified autonomous action
4252,22.0,24.0,verified autonomous action
4253,22.0,24.0,verified autonomous action
4254,22.0,24.0,verified autonomous action
4255,22.0,24.0,verified autonomous action
4256,22.0,24.0,verified autonomous action
4257,22.0,24.0,verified autonomous action
4258,22.0,24.0,verified autonomous action
4259,22.0,24.0,verified autonomous action
4260,22.0,24.0,verified autonomous action
4261,22.0,24.0,verified autonomous action
4262,22.0,24.0,verified autonomous action
4263,22.0,24.0,verified autonomous action
4264,22.0,24.0,verified autonomous action
4265,22.0,24.0,verified autonomous action
4266,16.7,29.4,verified autonomous action
4267,16.7,29.4,verified autonomous action
4268,16.7,29.4,verified autonomous action
4269,16.7,29.4,verified autonomous action
4270,16.7,29.4,verified autonomous action
4271,16.7,29.4,verified autonomous action
4272,16.7,29.4,verified autonomous action
4273,16.7,29.4,verified autonomous action
4274,16.7,29.4,verified autonomous action
4275,16.7,29.4,verified autonomous action
4276,16.7,29.4,verified autonomous action
4277,16.7,29.4,verified autonomous action
4278,16.7,29.4,verified autonomous action
4279,16.7,29.4,verified autonomous action
4280,16.7,29.4,verified autonomous action
4281,16.7,29.4,verified autonomous action
4282,16.7,29.4,verified autonomous action
4283,16.7,29.4,verified autonomous action
4284,16.7,29.4,verified autonomous action
4285,16.7,29.4,verified autonomous action
4286,16.7,29.4,verified autonomous action
4287,16.7,29.4,verified autonomous action
4288,16.7,29.4,verified autonomous action
4289,16.7,29.4,verified autonomous action
4290,16.7,29.4,verified autonomous action
4291,16.7,29.4,verified autonomous action
4292,16.7,29.4,verified autonomous action
4293,16.7,29.4,verified autonomous action
4294,16.7,29.4,verified autonomous action
4295,16.7,29.4,verified autonomous action
4296,16.7,29.4,verified autonomous action
4297,16.7,29.4,verified autonomous action
4298,16.7,29.4,verified autonomous action
4299,16.7,29.4,verified autonomous action
4300,16.7,29.4,verified autonomous action
4301,16.7,29.4,verified autonomous action
4302,16.7,29.4,verified autonomous action
4303,16.7,29.4,verified autonomous action
4304,16.7,29.4,verified autonomous action
4305,16.7,29.4,verified autonomous action
4306,16.7,29.4,verified autonomous action
4307,16.7,29.4,verified autonomous action
4308,16.7,29.4,verified autonomous action
4309,16.7,29.4,verified autonomous action
4310,16.7,29.4,verified autonomous action
4311,16.7,29.4,verified autonomous action
4312,16.7,29.4,verified autonomous action
4313,16.7,29.4,verified autonomous action
4314,16.7,29.4,verified autonomous action
4315,16.7,29.4,verified autonomous action
4316,16.7,29.4,verified autonomous action
4317,16.7,29.4,verified autonomous action
4318,16.7,29.4,verified autonomous action
4319,16.7,29.4,verified autonomous action
4320,16.7,29.4,verified autonomous action
4321,16.7,29.4,verified autonomous action
4322,16.7,29.4,verified autonomous action
4323,16.7,29.4,verified autonomous action
4324,22.0,24.0,verified autonomous action
4325,22.0,24.0,verified autonomous action
4326,22.0,24.0,verified autonomous action
4327,22.0,24.0,verified autonomous action
4328,22.0,24.0,verified autonomous action
4329,22.0,24.0,verified autonomous action
4330,22.0,24.0,verified autonomous action
4331,22.0,24.0,verified autonomous action
4332,22.0,24.0,verified autonomous action
4333,22.0,24.0,verified autonomous action
4334,22.0,24.0,verified autonomous action
4335,22.0,24.0,verified autonomous action
4336,22.0,24.0,verified autonomous action
4337,22.0,24.0,verified autonomous action
4338,16.7,29.4,verified autonomous action
4339,16.7,29.4,verified autonomous action
4340,16.7,29.4,verified autonomous action
4341,16.7,29.4,verified autonomous action
4342,16.7,29.4,verified autonomous action
4343,16.7,29.4,verified autonomous action
4344,16.7,29.4,verified autonomous action
4345,16.7,29.4,verified autonomous action
4346,16.7,29.4,verified autonomous action
4347,16.7,29.4,verified autonomous action
4348,16.7,29.4,verified autonomous action
4349,22.0,24.0,verified autonomous action
4350,22.0,24.0,verified autonomous action
4351,22.0,24.0,verified autonomous action
4352,22.0,24.0,verified autonomous action
4353,22.0,24.0,verified autonomous action
4354,22.0,24.0,verified autonomous action
4355,22.0,24.0,verified autonomous action
4356,22.0,24.0,verified autonomous action
4357,22.0,24.0,verified autonomous action
4358,22.0,24.0,verified autonomous action
4359,22.0,24.0,verified autonomous action
4360,22.0,24.0,verified autonomous action
4361,22.0,24.0,verified autonomous action
4362,22.0,24.0,verified autonomous action
4363,16.7,29.4,verified autonomous action
4364,16.7,29.4,verified autonomous action
4365,16.7,29.4,verified autonomous action
4366,16.7,29.4,verified autonomous action
4367,16.7,29.4,verified autonomous action
4368,16.7,29.4,verified autonomous action
4369,16.7,29.4,verified autonomous action
4370,16.7,29.4,verified autonomous action
4371,16.7,29.4,verified autonomous action
4372,16.7,29.4,verified autonomous action
4373,22.0,24.0,verified autonomous action
4374,22.0,24.0,verified autonomous action
4375,22.0,24.0,verified autonomous action
4376,22.0,24.0,verified autonomous action
4377,22.0,24.0,verified autonomous action
4378,22.0,24.0,verified autonomous action
4379,22.0,24.0,verified autonomous action
4380,22.0,24.0,verified autonomous action
4381,22.0,24.0,verified autonomous action
4382,22.0,24.0,verified autonomous action
4383,22.0,24.0,verified autonomous action
4384,22.0,24.0,verified autonomous action
4385,22.0,24.0,verified autonomous action
4386,22.0,24.0,verified autonomous action
4387,16.7,29.4,verified autonomous action
4388,16.7,29.4,verified autonomous action
4389,16.7,29.4,verified autonomous action
4390,16.7,29.4,verified autonomous action
4391,16.7,29.4,verified autonomous action
4392,16.7,29.4,verified autonomous action
4393,16.7,29.4,verified autonomous action
4394,16.7,29.4,verified autonomous action
4395,16.7,29.4,verified autonomous action
4396,16.7,29.4,verified autonomous action
4397,22.0,24.0,verified autonomous action
4398,22.0,24.0,verified autonomous action
4399,22.0,24.0,verified autonomous action
4400,22.0,24.0,verified autonomous action
4401,22.0,24.0,verified autonomous action
4402,22.0,24.0,verified autonomous action
4403,22.0,24.0,verified autonomous action
4404,22.0,24.0,verified autonomous action
4405,22.0,24.0,verified autonomous action
4406,22.0,24.0,verified autonomous action
4407,22.0,24.0,verified autonomous action
4408,22.0,24.0,verified autonomous action
4409,22.0,24.0,verified autonomous action
4410,22.0,24.0,verified autonomous action
4411,16.7,29.4,verified autonomous action
4412,16.7,29.4,verified autonomous action
4413,16.7,29.4,verified autonomous action
4414,16.7,29.4,verified autonomous action
4415,16.7,29.4,verified autonomous action
4416,16.7,29.4,verified autonomous action
4417,16.7,29.4,verified autonomous action
4418,16.7,29.4,verified autonomous action
4419,16.7,29.4,verified autonomous action
4420,16.7,29.4,verified autonomous action
4421,22.0,24.0,verified autonomous action
4422,22.0,24.0,verified autonomous action
4423,22.0,24.0,verified autonomous action
4424,22.0,24.0,verified autonomous action
4425,22.0,24.0,verified autonomous action
4426,22.0,24.0,verified autonomous action
4427,22.0,24.0,verified autonomous action
4428,22.0,24.0,verified autonomous action
4429,22.0,24.0,verified autonomous action
4430,22.0,24.0,verified autonomous action
4431,22.0,24.0,verified autonomous action
4432,22.0,24.0,verified autonomous action
4433,22.0,24.0,verified autonomous action
4434,22.0,24.0,verified autonomous action
4435,16.7,29.4,verified autonomous action
4436,16.7,29.4,verified autonomous action
4437,16.7,29.4,verified autonomous action
4438,16.7,29.4,verified autonomous action
4439,16.7,29.4,verified autonomous action
4440,16.7,29.4,verified autonomous action
4441,16.7,29.4,verified autonomous action
4442,16.7,29.4,verified autonomous action
4443,16.7,29.4,verified autonomous action
4444,16.7,29.4,verified autonomous action
4445,16.7,29.4,verified autonomous action
4446,16.7,29.4,verified autonomous action
4447,16.7,29.4,verified autonomous action
4448,16.7,29.4,verified autonomous action
4449,16.7,29.4,verified autonomous action
4450,16.7,29.4,verified autonomous action
4451,16.7,29.4,verified autonomous action
4452,16.7,29.4,verified autonomous action
4453,16.7,29.4,verified autonomous action
4454,16.7,29.4,verified autonomous action
4455,16.7,29.4,verified autonomous action
4456,16.7,29.4,verified autonomous action
4457,16.7,29.4,verified autonomous action
4458,16.7,29.4,verified autonomous action
4459,16.7,29.4,verified autonomous action
4460,16.7,29.4,verified autonomous action
4461,16.7,29.4,verified autonomous action
4462,16.7,29.4,verified autonomous action
4463,16.7,29.4,verified autonomous action
4464,16.7,29.4,verified autonomous action
4465,16.7,29.4,verified autonomous action
4466,16.7,29.4,verified autonomous action
4467,16.7,29.4,verified autonomous action
4468,16.7,29.4,verified autonomous action
4469,16.7,29.4,verified autonomous action
4470,16.7,29.4,verified autonomous action
4471,16.7,29.4,verified autonomous action
4472,16.7,29.4,verified autonomous action
4473,16.7,29.4,verified autonomous action
4474,16.7,29.4,verified autonomous action
4475,16.7,29.4,verified autonomous action
4476,16.7,29.4,verified autonomous action
4477,16.7,29.4,verified autonomous action
4478,16.7,29.4,verified autonomous action
4479,16.7,29.4,verified autonomous action
4480,16.7,29.4,verified autonomous action
4481,16.7,29.4,verified autonomous action
4482,16.7,29.4,verified autonomous action
4483,16.7,29.4,verified autonomous action
4484,16.7,29.4,verified autonomous action
4485,16.7,29.4,verified autonomous action
4486,16.7,29.4,verified autonomous action
4487,16.7,29.4,verified autonomous action
4488,16.7,29.4,verified autonomous action
4489,16.7,29.4,verified autonomous action
4490,16.7,29.4,verified autonomous action
4491,16.7,29.4,verified autonomous action
4492,16.7,29.4,verified autonomous action
4493,22.0,24.0,verified autonomous action
4494,22.0,24.0,verified autonomous action
4495,22.0,24.0,verified autonomous action
4496,22.0,24.0,verified autonomous action
4497,22.0,24.0,verified autonomous action
4498,22.0,24.0,verified autonomous action
4499,22.0,24.0,verified autonomous action
4500,22.0,24.0,verified autonomous action
4501,22.0,24.0,verified autonomous action
4502,22.0,24.0,verified autonomous action
4503,22.0,24.0,verified autonomous action
4504,22.0,24.0,verified autonomous action
4505,22.0,24.0,verified autonomous action
4506,22.0,24.0,verified autonomous action
4507,16.7,29.4,verified autonomous action
4508,16.7,29.4,verified autonomous action
4509,16.7,29.4,verified autonomous action
4510,16.7,29.4,verified autonomous action
4511,16.7,29.4,verified autonomous action
4512,16.7,29.4,verified autonomous action
4513,16.7,29.4,verified autonomous action
4514,16.7,29.4,verified autonomous action
4515,16.7,29.4,verified autonomous action
4516,16.7,29.4,verified autonomous action
4517,16.7,29.4,verified autonomous action
4518,22.0,24.0,verified autonomous action
4519,22.0,24.0,verified autonomous action
4520,22.0,24.0,verified autonomous action
4521,22.0,24.0,verified autonomous action
4522,22.0,24.0,verified autonomous action
4523,22.0,24.0,verified autonomous action
4524,22.0,24.0,verified autonomous action
4525,22.0,24.0,verified autonomous action
4526,22.0,24.0,verified autonomous action
4527,22.0,24.0,verified autonomous action
4528,22.0,24.0,verified autonomous action
4529,22.0,24.0,verified autonomous action
4530,22.0,24.0,verified autonomous action
4531,22.0,24.0,verified autonomous action
4532,16.7,29.4,verified autonomous action
4533,16.7,29.4,verified autonomous action
4534,16.7,29.4,verified autonomous action
4535,16.7,29.4,verified autonomous action
4536,16.7,29.4,verified autonomous action
4537,16.7,29.4,verified autonomous action
4538,16.7,29.4,verified autonomous action
4539,16.7,29.4,verified autonomous action
4540,16.7,29.4,verified autonomous action
4541,16.7,29.4,verified autonomous action
4542,22.0,24.0,verified autonomous action
4543,22.0,24.0,verified autonomous action
4544,22.0,24.0,verified autonomous action
4545,22.0,24.0,verified autonomous action
4546,22.0,24.0,verified autonomous action
4547,22.0,24.0,verified autonomous action
4548,22.0,24.0,verified autonomous action
4549,22.0,24.0,verified autonomous action
4550,22.0,24.0,verified autonomous action
4551,22.0,24.0,verified autonomous action
4552,22.0,24.0,verified autonomous action
4553,22.0,24.0,verified autonomous action
4554,22.0,24.0,verified autonomous action
4555,22.0,24.0,verified autonomous action
4556,16.7,29.4,verified autonomous action
4557,16.7,29.4,verified autonomous action
4558,16.7,29.4,verified autonomous action
4559,16.7,29.4,verified autonomous action
4560,16.7,29.4,verified autonomous action
4561,16.7,29.4,verified autonomous action
4562,16.7,29.4,verified autonomous action
4563,16.7,29.4,verified autonomous action
4564,16.7,29.4,verified autonomous action
4565,16.7,29.4,verified autonomous action
4566,22.0,24.0,verified autonomous action
4567,22.0,24.0,verified autonomous action
4568,22.0,24.0,verified autonomous action
4569,22.0,24.0,verified autonomous action
4570,22.0,24.0,verified autonomous action
4571,22.0,24.0,verified autonomous action
4572,22.0,24.0,verified autonomous action
4573,22.0,24.0,verified autonomous action
4574,22.0,24.0,verified autonomous action
4575,22.0,24.0,verified autonomous action
4576,22.0,24.0,verified autonomous action
4577,22.0,24.0,verified autonomous action
4578,22.0,24.0,verified autonomous action
4579,22.0,24.0,verified autonomous action
4580,16.7,29.4,verified autonomous action
4581,16.7,29.4,verified autonomous action
4582,16.7,29.4,verified autonomous action
4583,16.7,29.4,verified autonomous action
4584,16.7,29.4,verified autonomous action
4585,16.7,29.4,verified autonomous action
4586,16.7,29.4,verified autonomous action
4587,16.7,29.4,verified autonomous action
4588,16.7,29.4,verified autonomous action
4589,16.7,29.4,verified autonomous action
4590,22.0,24.0,verified autonomous action
4591,22.0,24.0,verified autonomous action
4592,22.0,24.0,verified autonomous action
4593,22.0,24.0,verified autonomous action
4594,22.0,24.0,verified autonomous action
4595,22.0,24.0,verified autonomous action
4596,22.0,24.0,verified autonomous action
4597,22.0,24.0,verified autonomous action
4598,22.0,24.0,verified autonomous action
4599,22.0,24.0,verified autonomous action
4600,22.0,24.0,verified autonomous action
4601,22.0,24.0,verified autonomous action
4602,22.0,24.0,verified autonomous action
4603,22.0,24.0,verified autonomous action
4604,16.7,29.4,verified autonomous action
4605,16.7,29.4,verified autonomous action
4606,16.7,29.4,verified autonomous action
4607,16.7,29.4,verified autonomous action
4608,16.7,29.4,verified autonomous action
4609,16.7,29.4,verified autonomous action
4610,16.7,29.4,verified autonomous action
4611,16.7,29.4,verified autonomous action
4612,16.7,29.4,verified autonomous action
4613,16.7,29.4,verified autonomous action
4614,16.7,29.4,verified autonomous action
4615,16.7,29.4,verified autonomous action
4616,16.7,29.4,verified autonomous action
4617,16.7,29.4,verified autonomous action
4618,16.7,29.4,verified autonomous action
4619,16.7,29.4,verified autonomous action
4620,16.7,29.4,verified autonomous action
4621,16.7,29.4,verified autonomous action
4622,16.7,29.4,verified autonomous action
4623,16.7,29.4,verified autonomous action
4624,16.7,29.4,verified autonomous action
4625,16.7,29.4,verified autonomous action
4626,16.7,29.4,verified autonomous action
4627,16.7,29.4,verified autonomous action
4628,16.7,29.4,verified autonomous action
4629,16.7,29.4,verified autonomous action
4630,16.7,29.4,verified autonomous action
4631,16.7,29.4,verified autonomous action
4632,16.7,29.4,verified autonomous action
4633,16.7,29.4,verified autonomous action
4634,16.7,29.4,verified autonomous action
4635,16.7,29.4,verified autonomous action
4636,16.7,29.4,verified autonomous action
4637,16.7,29.4,verified autonomous action
4638,16.7,29.4,verified autonomous action
4639,16.7,29.4,verified autonomous action
4640,16.7,29.4,verified autonomous action
4641,16.7,29.4,verified autonomous action
4642,16.7,29.4,verified autonomous action
4643,16.7,29.4,verified autonomous action
4644,16.7,29.4,verified autonomous action
4645,16.7,29.4,verified autonomous action
4646,16.7,29.4,verified autonomous action
4647,16.7,29.4,verified autonomous action
4648,16.7,29.4,verified autonomous action
4649,16.7,29.4,verified autonomous action
4650,16.7,29.4,verified autonomous action
4651,16.7,29.4,verified autonomous action
4652,16.7,29.4,verified autonomous action
4653,16.7,29.4,verified autonomous action
4654,16.7,29.4,verified autonomous action
4655,16.7,29.4,verified autonomous action
4656,16.7,29.4,verified autonomous action
4657,16.7,29.4,verified autonomous action
4658,16.7,29.4,verified autonomous action
4659,16.7,29.4,verified autonomous action
4660,16.7,29.4,verified autonomous action
4661,16.7,29.4,verified autonomous action
4662,22.0,24.0,verified autonomous action
4663,22.0,24.0,verified autonomous action
4664,22.0,24.0,verified autonomous action
4665,22.0,24.0,verified autonomous action
4666,22.0,24.0,verified autonomous action
4667,22.0,24.0,verified autonomous action
4668,22.0,24.0,verified autonomous action
4669,22.0,24.0,verified autonomous action
4670,22.0,24.0,verified autonomous action
4671,22.0,24.0,verified autonomous action
4672,22.0,24.0,verified autonomous action
4673,22.0,24.0,verified autonomous action
4674,22.0,24.0,verified autonomous action
4675,22.0,24.0,verified autonomous action
4676,16.7,29.4,verified autonomous action
4677,16.7,29.4,verified autonomous action
4678,16.7,29.4,verified autonomous action
4679,16.7,29.4,verified autonomous action
4680,16.7,29.4,verified autonomous action
4681,16.7,29.4,verified autonomous action
4682,16.7,29.4,verified autonomous action
4683,16.7,29.4,verified autonomous action
4684,16.7,29.4,verified autonomous action
4685,16.7,29.4,verified autonomous action
4686,16.7,29.4,verified autonomous action
4687,22.0,24.0,verified autonomous action
4688,22.0,24.0,verified autonomous action
4689,22.0,24.0,verified autonomous action
4690,22.0,24.0,verified autonomous action
4691,22.0,24.0,verified autonomous action
4692,22.0,24.0,verified autonomous action
4693,22.0,24.0,verified autonomous action
4694,22.0,24.0,verified autonomous action
4695,22.0,24.0,verified autonomous action
4696,22.0,24.0,verified autonomous action
4697,22.0,24.0,verified autonomous action
4698,22.0,24.0,verified autonomous action
4699,22.0,24.0,verified autonomous action
4700,22.0,24.0,verified autonomous action
4701,16.7,29.4,verified autonomous action
4702,16.7,29.4,verified autonomous action
4703,16.7,29.4,verified autonomous action
4704,16.7,29.4,verified autonomous action
4705,16.7,29.4,verified autonomous action
4706,16.7,29.4,verified autonomous action
4707,16.7,29.4,verified autonomous action
4708,16.7,29.4,verified autonomous action
4709,16.7,29.4,verified autonomous action
4710,16.7,29.4,verified autonomous action
4711,22.0,24.0,verified autonomous action
4712,22.0,24.0,verified autonomous action
4713,22.0,24.0,verified autonomous action
4714,22.0,24.0,verified autonomous action
4715,22.0,24.0,verified autonomous action
4716,22.0,24.0,verified autonomous action
4717,22.0,24.0,verified autonomous action
4718,22.0,24.0,verified autonomous action
4719,22.0,24.0,verified autonomous action
4720,22.0,24.0,verified autonomous action
4721,22.0,24.0,verified autonomous action
4722,22.0,24.0,verified autonomous action
4723,22.0,24.0,verified autonomous action
4724,22.0,24.0,verified autonomous action
4725,16.7,29.4,verified autonomous action
4726,16.7,29.4,verified autonomous action
4727,16.7,29.4,verified autonomous action
4728,16.7,29.4,verified autonomous action
4729,16.7,29.4,verified autonomous action
4730,16.7,29.4,verified autonomous action
4731,16.7,29.4,verified autonomous action
4732,16.7,29.4,verified autonomous action
4733,16.7,29.4,verified autonomous action
4734,16.7,29.4,verified autonomous action
4735,22.0,24.0,verified autonomous action
4736,22.0,24.0,verified autonomous action
4737,22.0,24.0,verified autonomous action
4738,22.0,24.0,verified autonomous action
4739,22.0,24.0,verified autonomous action
4740,22.0,24.0,verified autonomous action
4741,22.0,24.0,verified autonomous action
4742,22.0,24.0,verified autonomous action
4743,22.0,24.0,verified autonomous action
4744,22.0,24.0,verified autonomous action
4745,22.0,24.0,verified autonomous action
4746,22.0,24.0,verified autonomous action
4747,22.0,24.0,verified autonomous action
4748,22.0,24.0,verified autonomous action
4749,16.7,29.4,verified autonomous action
4750,16.7,29.4,verified autonomous action
4751,16.7,29.4,verified autonomous action
4752,16.7,29.4,verified autonomous action
4753,16.7,29.4,verified autonomous action
4754,16.7,29.4,verified autonomous action
4755,16.7,29.4,verified autonomous action
4756,16.7,29.4,verified autonomous action
4757,16.7,29.4,verified autonomous action
4758,16.7,29.4,verified autonomous action
4759,22.0,24.0,verified autonomous action
4760,22.0,24.0,verified autonomous action
4761,22.0,24.0,verified autonomous action
4762,22.0,24.0,verified autonomous action
4763,22.0,24.0,verified autonomous action
4764,22.0,24.0,verified autonomous action
4765,22.0,24.0,verified autonomous action
4766,22.0,24.0,verified autonomous action
4767,22.0,24.0,verified autonomous action
4768,22.0,24.0,verified autonomous action
4769,22.0,24.0,verified autonomous action
4770,22.0,24.0,verified autonomous action
4771,22.0,24.0,verified autonomous action
4772,22.0,24.0,verified autonomous action
4773,16.7,29.4,verified autonomous action
4774,16.7,29.4,verified autonomous action
4775,16.7,29.4,verified autonomous action
4776,16.7,29.4,verified autonomous action
4777,16.7,29.4,verified autonomous action
4778,16.7,29.4,verified autonomous action
4779,16.7,29.4,verified autonomous action
4780,16.7,29.4,verified autonomous action
4781,16.7,29.4,verified autonomous action
4782,16.7,29.4,verified autonomous action
4783,16.7,29.4,verified autonomous action
4784,16.7,29.4,verified autonomous action
4785,16.7,29.4,verified autonomous action
4786,16.7,29.4,verified autonomous action
4787,16.7,29.4,verified autonomous action
4788,16.7,29.4,verified autonomous action
4789,16.7,29.4,verified autonomous action
4790,16.7,29.4,verified autonomous action
4791,16.7,29.4,verified autonomous action
4792,16.7,29.4,verified autonomous action
4793,16.7,29.4,verified autonomous action
4794,16.7,29.4,verified autonomous action
4795,16.7,29.4,verified autonomous action
4796,16.7,29.4,verified autonomous action
4797,16.7,29.4,verified autonomous action
4798,16.7,29.4,verified autonomous action
4799,16.7,29.4,verified autonomous action
4800,16.7,29.4,verified autonomous action
4801,16.7,29.4,verified autonomous action
4802,16.7,29.4,verified autonomous action
4803,16.7,29.4,verified autonomous action
4804,16.7,29.4,verified autonomous action
4805,16.7,29.4,verified autonomous action
4806,16.7,29.4,verified autonomous action
4807,16.7,29.4,verified autonomous action
4808,16.7,29.4,verified autonomous action
4809,16.7,29.4,verified autonomous action
4810,16.7,29.4,verified autonomous action
4811,16.7,29.4,verified autonomous action
4812,16.7,29.4,verified autonomous action
4813,16.7,29.4,verified autonomous action
4814,16.7,29.4,verified autonomous action
4815,16.7,29.4,verified autonomous action
4816,16.7,29.4,verified autonomous action
4817,16.7,29.4,verified autonomous action
4818,16.7,29.4,verified autonomous action
4819,16.7,29.4,verified autonomous action
4820,16.7,29.4,verified autonomous action
4821,16.7,29.4,verified autonomous action
4822,16.7,29.4,verified autonomous action
4823,16.7,29.4,verified autonomous action
4824,16.7,29.4,verified autonomous action
4825,16.7,29.4,verified autonomous action
4826,16.7,29.4,verified autonomous action
4827,16.7,29.4,verified autonomous action
4828,16.7,29.4,verified autonomous action
4829,16.7,29.4,verified autonomous action
4830,16.7,29.4,verified autonomous action
4831,22.0,24.0,verified autonomous action
4832,22.0,24.0,verified autonomous action
4833,22.0,24.0,verified autonomous action
4834,22.0,24.0,verified autonomous action
4835,22.0,24.0,verified autonomous action
4836,22.0,24.0,verified autonomous action
4837,22.0,24.0,verified autonomous action
4838,22.0,24.0,verified autonomous action
4839,22.0,24.0,verified autonomous action
4840,22.0,24.0,verified autonomous action
4841,22.0,24.0,verified autonomous action
4842,22.0,24.0,verified autonomous action
4843,22.0,24.0,verified autonomous action
4844,22.0,24.0,verified autonomous action
4845,16.7,29.4,verified autonomous action
4846,16.7,29.4,verified autonomous action
4847,16.7,29.4,verified autonomous action
4848,16.7,29.4,verified autonomous action
4849,16.7,29.4,verified autonomous action
4850,16.7,29.4,verified autonomous action
4851,16.7,29.4,verified autonomous action
4852,16.7,29.4,verified autonomous action
4853,16.7,29.4,verified autonomous action
4854,16.7,29.4,verified autonomous action
4855,16.7,29.4,verified autonomous action
4856,22.0,24.0,verified autonomous action
4857,22.0,24.0,verified autonomous action
4858,22.0,24.0,verified autonomous action
4859,22.0,24.0,verified autonomous action
4860,22.0,24.0,verified autonomous action
4861,22.0,24.0,verified autonomous action
4862,22.0,24.0,verified autonomous action
4863,22.0,24.0,verified autonomous action
4864,22.0,24.0,verified autonomous action
4865,22.0,24.0,verified autonomous action
4866,22.0,24.0,verified autonomous action
4867,22.0,24.0,verified autonomous action
4868,22.0,24.0,verified autonomous action
4869,22.0,24.0,verified autonomous action
4870,16.7,29.4,verified autonomous action
4871,16.7,29.4,verified autonomous action
4872,16.7,29.4,verified autonomous action
